Stavronikita_BeachCC.png,1,1
g_garden_1280_2.png,1,1
mountain-snow-walking-snow-mountain-winter-landscapeCC.png,1,1
Tennis_CourtCC.png,1,1
o_office_despacho.png,1,0
k_kitchen_IMG_3734.png,1,0
l_living_room_living53.png,1,0
b_bathroom_bothroom99.png,1,0
courtroomCC.png,0,0
d_dining_room_indoor_0582.png,0,0
Farm_Kartoffelfeld_SchwedenCC.png,0,1
r_railroad_tunnel_outdoor_railroad_tunnel_000128.png,0,1
b_bedroom_pittsburgh_IMG_4079.png,0,0
c_classroom_sala02.png,0,0
s_savanna_kiangwest_savanna.png,0,1
c_castle_castle_000001.png,0,1
