Stavronikita_BeachCC.png,1,1,0
g_garden_1280_2.png,1,1,0
mountain-snow-walking-snow-mountain-winter-landscapeCC.png,1,1,0
Tennis_CourtCC.png,1,1,0
o_office_despacho.png,1,0,1
k_kitchen_IMG_3734.png,1,0,1
l_living_room_living53.png,1,0,1
b_bathroom_bothroom99.png,1,0,1
courtroomCC.png,0,0,3
d_dining_room_indoor_0582.png,0,0,3
Farm_Kartoffelfeld_SchwedenCC.png,0,1,2
r_railroad_tunnel_outdoor_railroad_tunnel_000128.png,0,1,2
b_bedroom_pittsburgh_IMG_4079.png,0,0,3
c_classroom_sala02.png,0,0,3
s_savanna_kiangwest_savanna.png,0,1,2
c_castle_castle_000001.png,0,1,2
beachumbrella01.png,1,1,4
lawnmower.png,1,1,4
downhillski.png,1,1,4
tennisracket.png,1,1,4
webcam.png,1,0,5
cookingpot.png,1,0,5
television.png,1,0,5
electrictoothbrush01c.png,1,0,5
rainboot.png,0,0,7
hardhat02.png,0,0,7
trafficlight.png,0,1,6
shoppingcart.png,0,1,6
bowlingpin.png,0,0,7
martiniglass01b.png,0,0,7
callbell.png,0,1,6
treadmill.png,0,1,6
